#I1_fullslitheight_0deg,,
#Wavelength (nm),%T,
900,90.79056549,
899,90.73752594,
898,90.34864044,
897,90.8816452,
896,90.57980347,
895,90.71212006,
894,90.63065338,
893,90.5918808,
892,90.72340393,
891,90.88863373,
890,90.80484009,
889,90.87630463,
888,90.92510223,
887,91.08481598,
886,91.14463806,
885,91.25054169,
884,91.37536621,
883,91.51127625,
882,91.37110138,
881,91.5743866,
880,91.68887329,
879,91.6700058,
878,91.85189056,
877,91.75457001,
876,91.9023819,
875,91.91323853,
874,91.94073486,
873,91.96968079,
872,91.95565796,
871,92.02185822,
870,92.05702972,
869,92.0093689,
868,92.11186218,
867,92.13742065,
866,92.10105896,
865,92.10384369,
864,92.18284607,
863,92.16155243,
862,92.18543243,
861,92.24533081,
860,92.27352142,
859,92.25299072,
858,92.27856445,
857,92.34721375,
856,92.29235077,
855,92.26259613,
854,92.30369568,
853,92.3875885,
852,92.36227417,
851,92.33524323,
850,92.33039856,
849,92.36681366,
848,92.41420746,
847,92.2774353,
846,92.35620117,
845,92.31616974,
844,92.36586761,
843,92.41960144,
842,92.36785126,
841,92.36182404,
840,92.37203217,
839,92.39421844,
838,92.38233948,
837,92.40730286,
836,92.36721039,
835,92.38637543,
834,92.31331635,
833,92.34095764,
832,92.3538208,
831,92.38612366,
830,92.32381439,
829,92.33882141,
828,92.36154175,
827,92.32965088,
826,92.3338623,
825,92.30625916,
824,92.3313446,
823,92.33247375,
822,92.36517334,
821,92.33248138,
820,92.35181427,
819,92.33575439,
818,92.31952667,
817,92.3273468,
816,92.30916595,
815,92.33247375,
814,92.28339386,
813,92.34567261,
812,92.30465698,
811,92.32566071,
810,92.32048798,
809,92.34244537,
808,92.32682037,
807,92.38171387,
806,92.35342407,
805,92.32954407,
804,92.33682251,
803,92.36071777,
802,92.35546875,
801,92.35268402,
800,92.30238342,
799,92.32338715,
798,92.37432861,
797,92.384758,
796,92.3865509,
795,92.37567902,
794,92.3959198,
793,92.38780212,
792,92.35335541,
791,92.34477997,
790,92.36157227,
789,92.39635468,
788,92.3549118,
787,92.39511871,
786,92.34983063,
785,92.41644287,
784,92.4056015,
783,92.37683105,
782,92.37253571,
781,92.43550873,
780,92.41103363,
779,92.44733429,
778,92.40620422,
777,92.40778351,
776,92.44329071,
775,92.43415833,
774,92.36558533,
773,92.40254974,
772,92.40022278,
771,92.41004944,
770,92.39941406,
769,92.39637756,
768,92.42779541,
767,92.42584991,
766,92.45409393,
765,92.3923111,
764,92.42102814,
763,92.43280029,
762,92.43669891,
761,92.44314575,
760,92.39862061,
759,92.40875244,
758,92.42085266,
757,92.40576935,
756,92.41858673,
755,92.38634491,
754,92.42042542,
753,92.40487671,
752,92.41130066,
751,92.37124634,
750,92.36743164,
749,92.36405182,
748,92.31864166,
747,92.3605957,
746,92.33866882,
745,92.34346008,
744,92.32465363,
743,92.29496002,
742,92.28985596,
741,92.27775574,
740,92.2635498,
739,92.2593689,
738,92.25052643,
737,92.26694489,
736,92.25536346,
735,92.26211548,
734,92.25072479,
733,92.23876953,
732,92.25639343,
731,92.2660141,
730,92.26574707,
729,92.25323486,
728,92.28665161,
727,92.27683258,
726,92.25276947,
725,92.30135345,
724,92.31893921,
723,92.30310059,
722,92.32987213,
721,92.33197021,
720,92.33122253,
719,92.34281158,
718,92.35095978,
717,92.39107513,
716,92.39743805,
715,92.38613892,
714,92.3879776,
713,92.41227722,
712,92.41993713,
711,92.39912415,
710,92.40844727,
709,92.4294281,
708,92.43745422,
707,92.40908813,
706,92.4250412,
705,92.41151428,
704,92.43799591,
703,92.42835999,
702,92.44608307,
701,92.46339417,
700,92.44476318,
699,92.42849731,
698,92.41444397,
697,92.44506836,
696,92.45508575,
695,92.41867065,
694,92.41703033,
693,92.43743134,
692,92.43353271,
691,92.42789459,
690,92.44190216,
689,92.43431854,
688,92.45861816,
687,92.43350983,
686,92.44664764,
685,92.44689941,
684,92.44056702,
683,92.42460632,
682,92.45349121,
681,92.43939972,
680,92.45288849,
679,92.43484497,
678,92.436203,
677,92.44406128,
676,92.42375183,
675,92.44857788,
674,92.43994141,
673,92.42785645,
672,92.41756439,
671,92.4140625,
670,92.44155884,
669,92.43273163,
668,92.44813538,
667,92.43791962,
666,92.43443298,
665,92.44113922,
664,92.45118713,
663,92.45549774,
662,92.42912292,
661,92.42511749,
660,92.43783569,
659,92.44996643,
658,92.43312073,
657,92.44709015,
656,92.43537903,
655,92.43598938,
654,92.44391632,
653,92.42887878,
652,92.42663574,
651,92.42691803,
650,92.41121674,
649,92.43042755,
648,92.4236145,
647,92.42428589,
646,92.41438293,
645,92.43758392,
644,92.42866516,
643,92.43796539,
642,92.43280029,
641,92.42047882,
640,92.41653442,
639,92.4198761,
638,92.40943909,
637,92.41300201,
636,92.39532471,
635,92.40375519,
634,92.40649414,
633,92.402771,
632,92.4021225,
631,92.38857269,
630,92.41735077,
629,92.38790131,
628,92.40013123,
627,92.38071442,
626,92.39953613,
625,92.37835693,
624,92.39723969,
623,92.39270782,
622,92.39632416,
621,92.39529419,
620,92.38253784,
619,92.37410736,
618,92.39717865,
617,92.39855194,
616,92.40029907,
615,92.3974762,
614,92.40180206,
613,92.39317322,
612,92.38494873,
611,92.38611603,
610,92.39835358,
609,92.38225555,
608,92.39808655,
607,92.39438629,
606,92.4054718,
605,92.38968658,
604,92.3998642,
603,92.40356445,
602,92.38168335,
601,92.3863678,
600,92.37498474,
599,92.3935318,
598,92.3792038,
597,92.39173126,
596,92.37537384,
595,92.38446045,
594,92.38669586,
593,92.37411499,
592,92.38690948,
591,92.39097595,
590,92.36373138,
589,92.37102509,
588,92.35707855,
587,92.36621094,
586,92.36474609,
585,92.38127136,
584,92.36148834,
583,92.37506866,
582,92.37187195,
581,92.35449219,
580,92.3699646,
579,92.35961914,
578,92.36401367,
577,92.35585022,
576,92.35604095,
575,92.36552429,
574,92.35836792,
573,92.35321045,
572,92.34672546,
571,92.35913849,
570,92.35464478,
569,92.36755371,
568,92.35816956,
567,92.34213257,
566,92.34494019,
565,92.33784485,
564,92.3374176,
563,92.33263397,
562,92.33083344,
561,92.32100677,
560,92.33639526,
559,92.31968689,
558,92.30661011,
557,92.31785583,
556,92.3369751,
555,92.33328247,
554,92.31244659,
553,92.32427216,
552,92.31455994,
551,92.3203125,
550,92.30029297,
549,92.30475616,
548,92.31168365,
547,92.31296539,
546,92.29857635,
545,92.3199234,
544,92.31604004,
543,92.30706024,
542,92.31645966,
541,92.30580139,
540,92.30239105,
539,92.31813812,
538,92.29187012,
537,92.3131485,
536,92.27571106,
535,92.30783844,
534,92.27175903,
533,92.31917572,
532,92.28587341,
531,92.26516724,
530,92.28068542,
529,92.29556274,
528,92.27794647,
527,92.28582764,
526,92.25858307,
525,92.27787781,
524,92.26752472,
523,92.2829895,
522,92.27368927,
521,92.2660141,
520,92.26824188,
519,92.26237488,
518,92.26797485,
517,92.23648071,
516,92.24713135,
515,92.24571228,
514,92.23123932,
513,92.2445755,
512,92.2405014,
511,92.2430954,
510,92.23519135,
509,92.22509003,
